row_id,order_id,year,order_date,ship_date,ship_mode,customer_id,customer_name,segment,country,city,state,postal_code,region,product_id,category,sub_category,product_name,sales,quantity,total_sales
5560,US-2012-114741,2012,12/6/2012,12/10/2012,Standard Class,IL-15100,Ivan Liston,Consumer,United States,North Las Vegas,Nevada,89031,West,OFF-ST-10000078,Office Supplies,Storage,Tennsco 6 and 18Compartment Lockers,1325.85,5,6629.25
5561,US-2012-114741,2012,12/6/2012,12/10/2012,Standard Class,IL-15100,Ivan Liston,Consumer,United States,North Las Vegas,Nevada,89031,West,OFF-LA-10004853,Office Supplies,Labels,Avery 483,14.94,3,44.82
5562,CA-2014-133263,2014,4/1/2014,4/3/2014,Second Class,JE-15610,Jim Epp,Corporate,United States,Atlanta,Georgia,30318,South,OFF-BI-10001153,Office Supplies,Binders,Ibico Recycled GrainTextured Covers,34.54,1,34.54
5563,CA-2014-133263,2014,4/1/2014,4/3/2014,Second Class,JE-15610,Jim Epp,Corporate,United States,Atlanta,Georgia,30318,South,TEC-CO-10001449,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,2999.95,5,14999.75
5564,CA-2014-133263,2014,4/1/2014,4/3/2014,Second Class,JE-15610,Jim Epp,Corporate,United States,Atlanta,Georgia,30318,South,OFF-BI-10000474,Office Supplies,Binders,Avery Recycled FlexiView Covers for Binding Systems,64.12,4,256.48
5565,CA-2014-157966,2014,3/14/2014,3/14/2014,Same Day,SU-20665,Stephanie Ulpright,Home Office,United States,Chicago,Illinois,60610,Central,OFF-AR-10000799,Office Supplies,Art,ColErase Pencils with Erasers,19.456,4,77.824
5566,CA-2014-157966,2014,3/14/2014,3/14/2014,Same Day,SU-20665,Stephanie Ulpright,Home Office,United States,Chicago,Illinois,60610,Central,TEC-MA-10002109,Technology,Machines,HP Officejet Pro 8600 eAllInOne Printer Copier Scanner Fax,209.986,2,419.972
5567,CA-2014-157966,2014,3/14/2014,3/14/2014,Same Day,SU-20665,Stephanie Ulpright,Home Office,United States,Chicago,Illinois,60610,Central,OFF-AR-10003338,Office Supplies,Art,Eberhard Faber 3 12 Golf Pencils,29.76,5,148.8
5568,CA-2014-157966,2014,3/14/2014,3/14/2014,Same Day,SU-20665,Stephanie Ulpright,Home Office,United States,Chicago,Illinois,60610,Central,FUR-CH-10003606,Furniture,Chairs,SAFCO Folding Chair Trolley,89.768,1,89.768
5569,CA-2014-157966,2014,3/14/2014,3/14/2014,Same Day,SU-20665,Stephanie Ulpright,Home Office,United States,Chicago,Illinois,60610,Central,TEC-CO-10001449,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,959.984,2,1919.968
5570,CA-2014-157966,2014,3/14/2014,3/14/2014,Same Day,SU-20665,Stephanie Ulpright,Home Office,United States,Chicago,Illinois,60610,Central,OFF-PA-10001934,Office Supplies,Paper,Xerox 1993,15.552,3,46.656
5571,CA-2014-157966,2014,3/14/2014,3/14/2014,Same Day,SU-20665,Stephanie Ulpright,Home Office,United States,Chicago,Illinois,60610,Central,TEC-PH-10001527,Technology,Phones,Plantronics MX500i Earset,34.36,1,34.36
5572,CA-2011-151162,2011,12/5/2011,12/9/2011,Standard Class,EA-14035,Erin Ashbrook,Corporate,United States,Columbus,Ohio,43229,East,OFF-PA-10001033,Office Supplies,Paper,Xerox 1893,98.376,3,295.128
5573,CA-2011-151162,2011,12/5/2011,12/9/2011,Standard Class,EA-14035,Erin Ashbrook,Corporate,United States,Columbus,Ohio,43229,East,OFF-BI-10003719,Office Supplies,Binders,Large Capacity Hanging Post Binders,29.94,4,119.76
5574,CA-2011-151162,2011,12/5/2011,12/9/2011,Standard Class,EA-14035,Erin Ashbrook,Corporate,United States,Columbus,Ohio,43229,East,OFF-PA-10003036,Office Supplies,Paper,Black Print Carbonless 8 12 x 8 14 Rapid Memo Book,17.472,3,52.416
5575,CA-2011-151162,2011,12/5/2011,12/9/2011,Standard Class,EA-14035,Erin Ashbrook,Corporate,United States,Columbus,Ohio,43229,East,TEC-PH-10001870,Technology,Phones,Lunatik TT5L002 Taktik Strike Impact Protection System for iPhone 5,36.738,1,36.738
5576,CA-2011-151162,2011,12/5/2011,12/9/2011,Standard Class,EA-14035,Erin Ashbrook,Corporate,United States,Columbus,Ohio,43229,East,TEC-PH-10001809,Technology,Phones,Panasonic KX T7736B Digital phone,179.94,2,359.88
5577,CA-2013-136686,2013,12/13/2013,12/17/2013,Standard Class,RF-19840,Roy Französisch,Consumer,United States,Pasadena,California,91104,West,FUR-FU-10004864,Furniture,Furnishings,Howard Miller 1412 Diameter Chrome Round Wall Clock,383.64,6,2301.84
5578,CA-2013-136686,2013,12/13/2013,12/17/2013,Standard Class,RF-19840,Roy Französisch,Consumer,United States,Pasadena,California,91104,West,OFF-AP-10002350,Office Supplies,Appliances,Belkin F9H71006 7 Outlet SurgeMaster Surge Protector,56.52,3,169.56
5579,CA-2014-137498,2014,9/10/2014,9/15/2014,Second Class,LC-17050,Liz Carlisle,Consumer,United States,Los Angeles,California,90004,West,OFF-AR-10003829,Office Supplies,Art,Newell 35,6.56,2,13.12
5580,CA-2014-137498,2014,9/10/2014,9/15/2014,Second Class,LC-17050,Liz Carlisle,Consumer,United States,Los Angeles,California,90004,West,FUR-CH-10003833,Furniture,Chairs,Novimex Fabric Task Chair,243.92,5,1219.6
5581,CA-2014-137498,2014,9/10/2014,9/15/2014,Second Class,LC-17050,Liz Carlisle,Consumer,United States,Los Angeles,California,90004,West,OFF-PA-10000143,Office Supplies,Paper,Astroparche Fine Business Paper,47.52,9,427.68
5582,CA-2014-163818,2014,10/5/2014,10/9/2014,Standard Class,PS-18970,Paul Stevenson,Home Office,United States,Clinton,Maryland,20735,East,FUR-FU-10000076,Furniture,Furnishings,24Hour Round Wall Clock,19.98,1,19.98
5583,CA-2013-161158,2013,5/10/2013,5/14/2013,Standard Class,PS-18970,Paul Stevenson,Home Office,United States,New York City,New York,10024,East,OFF-AR-10000462,Office Supplies,Art,Sanford Pocket Accent Highlighters,8,5,40
5584,CA-2011-116673,2011,12/15/2011,12/19/2011,Second Class,JO-15280,Jas OCarroll,Consumer,United States,San Diego,California,92037,West,FUR-FU-10003829,Furniture,Furnishings,Stackable Trays,6.16,2,12.32
5585,CA-2014-105333,2014,12/1/2014,12/5/2014,Standard Class,VP-21730,Victor Preis,Home Office,United States,New York City,New York,10011,East,OFF-ST-10002182,Office Supplies,Storage,Iris 3Drawer Stacking Bin Black,83.56,4,334.24
5586,CA-2014-105333,2014,12/1/2014,12/5/2014,Standard Class,VP-21730,Victor Preis,Home Office,United States,New York City,New York,10011,East,TEC-PH-10001468,Technology,Phones,Panasonic Business Telephones KXT7736,546.06,3,1638.18
5587,CA-2014-105333,2014,12/1/2014,12/5/2014,Standard Class,VP-21730,Victor Preis,Home Office,United States,New York City,New York,10011,East,OFF-ST-10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving,269.49,3,808.47
5588,CA-2012-149993,2012,3/19/2012,3/20/2012,First Class,GA-14725,Guy Armstrong,Consumer,United States,Lancaster,California,93534,West,OFF-FA-10001561,Office Supplies,Fasteners,Stockwell Push Pins,10.9,5,54.5
5589,CA-2011-168158,2011,7/19/2011,7/24/2011,Standard Class,EM-14140,Eugene Moren,Home Office,United States,Great Falls,Montana,59405,West,OFF-BI-10001759,Office Supplies,Binders,Acco Pressboard Covers with Storage Hooks 14 78 x 11 Dark Blue,6.096,2,12.192
5590,CA-2013-115224,2013,12/9/2013,12/12/2013,Second Class,DB-13615,Doug Bickford,Consumer,United States,San Francisco,California,94110,West,OFF-ST-10000615,Office Supplies,Storage,SimpliFile Personal File Black Granite 15w x 61516d x 1114h,34.05,3,102.15
5591,CA-2013-115224,2013,12/9/2013,12/12/2013,Second Class,DB-13615,Doug Bickford,Consumer,United States,San Francisco,California,94110,West,OFF-ST-10003816,Office Supplies,Storage,Fellowes HighStak Drawer Files,352.38,2,704.76
5592,CA-2011-164742,2011,10/13/2011,10/18/2011,Second Class,ML-17395,Marina Lichtenstein,Corporate,United States,Lakewood,New Jersey,8701,East,FUR-CH-10002880,Furniture,Chairs,Global HighBack Leather Tilter Burgundy,245.98,2,491.96
5593,CA-2011-164742,2011,10/13/2011,10/18/2011,Second Class,ML-17395,Marina Lichtenstein,Corporate,United States,Lakewood,New Jersey,8701,East,OFF-BI-10004738,Office Supplies,Binders,Flexible Leather Look Classic Collection Ring Binder,18.94,1,18.94
5594,US-2014-108014,2014,11/20/2014,11/26/2014,Standard Class,JH-15430,Jennifer Halladay,Consumer,United States,Cleveland,Ohio,44105,East,OFF-BI-10003984,Office Supplies,Binders,LockUp Easel SpelBinder,59.913,7,419.391
5595,CA-2014-160325,2014,9/25/2014,9/25/2014,Same Day,BP-11095,Bart Pistole,Corporate,United States,Lawrence,Massachusetts,1841,East,TEC-PH-10000984,Technology,Phones,Panasonic KXTG9471B,391.98,2,783.96
5596,CA-2014-160325,2014,9/25/2014,9/25/2014,Same Day,BP-11095,Bart Pistole,Corporate,United States,Lawrence,Massachusetts,1841,East,TEC-PH-10001944,Technology,Phones,WiEx zBoost YX540 Cellular Phone Signal Booster,437.85,3,1313.55
5597,CA-2012-159779,2012,9/25/2012,9/29/2012,Standard Class,SB-20185,Sarah Brown,Consumer,United States,Concord,New Hampshire,3301,East,OFF-BI-10002735,Office Supplies,Binders,GBC Prestige ThermABind Covers,68.62,2,137.24
5598,CA-2014-151176,2014,2/14/2014,2/21/2014,Standard Class,SV-20785,Stewart Visinsky,Consumer,United States,Baltimore,Maryland,21215,East,OFF-SU-10001165,Office Supplies,Supplies,Acme Elite Stainless Steel Scissors,25.02,3,75.06
5599,CA-2014-151176,2014,2/14/2014,2/21/2014,Standard Class,SV-20785,Stewart Visinsky,Consumer,United States,Baltimore,Maryland,21215,East,OFF-AR-10000614,Office Supplies,Art,Barrel Sharpener,10.71,3,32.13
5600,CA-2011-108903,2011,10/3/2011,10/3/2011,Same Day,DO-13435,Denny Ordway,Consumer,United States,Columbus,Ohio,43229,East,OFF-AR-10004010,Office Supplies,Art,Hunt Boston Vacuum Mount KS Pencil Sharpener,55.984,2,111.968
5601,CA-2011-108903,2011,10/3/2011,10/3/2011,Same Day,DO-13435,Denny Ordway,Consumer,United States,Columbus,Ohio,43229,East,OFF-EN-10004030,Office Supplies,Envelopes,Convenience Packs of Business Envelopes,14.48,5,72.4
5602,CA-2011-108903,2011,10/3/2011,10/3/2011,Same Day,DO-13435,Denny Ordway,Consumer,United States,Columbus,Ohio,43229,East,TEC-AC-10003023,Technology,Accessories,Logitech G105 Gaming Keyboard,142.488,3,427.464
5603,CA-2013-117919,2013,8/28/2013,8/30/2013,Second Class,TB-21355,Todd Boyes,Corporate,United States,Houston,Texas,77041,Central,OFF-ST-10003572,Office Supplies,Storage,Portfile Personal File Boxes,14.16,1,14.16
5604,CA-2013-117919,2013,8/28/2013,8/30/2013,Second Class,TB-21355,Todd Boyes,Corporate,United States,Houston,Texas,77041,Central,OFF-PA-10004353,Office Supplies,Paper,Southworth 25 Cotton Premium Laser Paper and Envelopes,79.92,5,399.6
5605,CA-2012-142475,2012,12/3/2012,12/7/2012,Standard Class,BS-11380,Bill Stewart,Corporate,United States,New York City,New York,10011,East,OFF-BI-10003718,Office Supplies,Binders,GBC ThermaABind 250T Electric Binding System,590.352,6,3542.112
5606,CA-2013-134516,2013,9/21/2013,9/26/2013,Standard Class,FM-14215,Filia McAdams,Corporate,United States,Greensboro,North Carolina,27405,South,FUR-FU-10001546,Furniture,Furnishings,Dana SwingArm Lamps,17.088,2,34.176
5607,CA-2013-134516,2013,9/21/2013,9/26/2013,Standard Class,FM-14215,Filia McAdams,Corporate,United States,Greensboro,North Carolina,27405,South,FUR-CH-10002880,Furniture,Chairs,Global HighBack Leather Tilter Burgundy,98.392,1,98.392
5608,CA-2014-105193,2014,3/26/2014,4/1/2014,Standard Class,JL-15835,John Lee,Consumer,United States,New York City,New York,10024,East,OFF-AR-10001547,Office Supplies,Art,Newell 311,11.05,5,55.25
5609,CA-2012-168634,2012,12/6/2012,12/11/2012,Standard Class,AF-10870,Art Ferguson,Consumer,United States,San Francisco,California,94109,West,OFF-AP-10001626,Office Supplies,Appliances,Commercial WindTunnel Clean Air Upright Vacuum Replacement Belts Filtration Bags,7.78,2,15.56
5610,CA-2014-117198,2014,9/1/2014,9/6/2014,Standard Class,BG-11035,Barry Gonzalez,Consumer,United States,Monroe,Louisiana,71203,South,TEC-AC-10003033,Technology,Accessories,Plantronics CS510  OvertheHead monaural Wireless Headset System,659.9,2,1319.8
5611,CA-2012-145828,2012,10/5/2012,10/7/2012,First Class,MB-17305,Maria Bertelson,Consumer,United States,Cincinnati,Ohio,45231,East,TEC-AC-10002323,Technology,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,53.04,3,159.12
5612,CA-2014-121027,2014,8/19/2014,8/23/2014,Standard Class,HW-14935,Helen Wasserman,Corporate,United States,Seattle,Washington,98105,West,TEC-AC-10002049,Technology,Accessories,Plantronics Savi W720 MultiDevice Wireless Headset System,843.9,2,1687.8
5613,CA-2014-121027,2014,8/19/2014,8/23/2014,Standard Class,HW-14935,Helen Wasserman,Corporate,United States,Seattle,Washington,98105,West,TEC-AC-10002253,Technology,Accessories,Imation Bio 8GB USB Flash Drive Imation Corp,1496.16,9,13465.44
5614,CA-2013-147431,2013,2/2/2013,2/7/2013,Standard Class,AB-10105,Adrian Barton,Consumer,United States,New York City,New York,10011,East,OFF-ST-10003994,Office Supplies,Storage,Belkin 19 CenterWeighted Shelf Gray,117.96,2,235.92
5615,CA-2013-158001,2013,8/24/2013,8/28/2013,Standard Class,JP-15460,Jennifer Patt,Corporate,United States,New York City,New York,10035,East,OFF-AR-10002399,Office Supplies,Art,Dixon Prang Watercolor Pencils 10Color Set with Brush,21.3,5,106.5
5616,CA-2013-158001,2013,8/24/2013,8/28/2013,Standard Class,JP-15460,Jennifer Patt,Corporate,United States,New York City,New York,10035,East,OFF-AP-10002118,Office Supplies,Appliances,17 Cubic Foot Compact Cube Office Refrigerators,1040.8,5,5204
5617,CA-2013-158001,2013,8/24/2013,8/28/2013,Standard Class,JP-15460,Jennifer Patt,Corporate,United States,New York City,New York,10035,East,OFF-AR-10001954,Office Supplies,Art,Newell 331,29.34,6,176.04
5618,CA-2014-125745,2014,7/1/2014,7/5/2014,Standard Class,DV-13045,Darrin Van Huff,Corporate,United States,Memphis,Tennessee,38109,South,FUR-FU-10001591,Furniture,Furnishings,Advantus Panel Wall Certificate Holder  85x11,19.52,2,39.04
5619,CA-2012-101154,2012,9/18/2012,9/21/2012,First Class,CM-12190,Charlotte Melton,Consumer,United States,San Diego,California,92105,West,OFF-ST-10004186,Office Supplies,Storage,SturDStor Shelving Vertical 5Shelf 72H x 36W x 18 12D,443.92,4,1775.68
5620,US-2013-124163,2013,9/26/2013,10/1/2013,Standard Class,SC-20695,Steve Chapman,Corporate,United States,La Crosse,Wisconsin,54601,Central,TEC-AC-10001908,Technology,Accessories,Logitech Wireless Headset h800,499.95,5,2499.75
5621,US-2013-124163,2013,9/26/2013,10/1/2013,Standard Class,SC-20695,Steve Chapman,Corporate,United States,La Crosse,Wisconsin,54601,Central,OFF-AR-10000817,Office Supplies,Art,Manco DryLighter Erasable Highlighter,3.04,1,3.04
5622,US-2013-124163,2013,9/26/2013,10/1/2013,Standard Class,SC-20695,Steve Chapman,Corporate,United States,La Crosse,Wisconsin,54601,Central,FUR-CH-10004218,Furniture,Chairs,Global Fabric Managers Chair Dark Gray,201.96,2,403.92
5623,US-2013-124163,2013,9/26/2013,10/1/2013,Standard Class,SC-20695,Steve Chapman,Corporate,United States,La Crosse,Wisconsin,54601,Central,FUR-FU-10000755,Furniture,Furnishings,Eldon Expressions Mahogany Wood Desk Collection,68.64,11,755.04
5624,CA-2013-121748,2013,10/25/2013,10/29/2013,Second Class,VW-21775,Victoria Wilson,Corporate,United States,Los Angeles,California,90032,West,TEC-AC-10003063,Technology,Accessories,Micro Innovations USB RF Wireless Keyboard with Mouse,100,4,400
5625,CA-2013-121748,2013,10/25/2013,10/29/2013,Second Class,VW-21775,Victoria Wilson,Corporate,United States,Los Angeles,California,90032,West,TEC-AC-10002637,Technology,Accessories,Logitech VX Revolution Cordless Laser Mouse for Notebooks Black,359.98,2,719.96
5626,CA-2011-126683,2011,9/29/2011,10/1/2011,Second Class,PP-18955,Paul Prost,Home Office,United States,Seattle,Washington,98115,West,FUR-FU-10001706,Furniture,Furnishings,LongerLife Soft White Bulbs,6.16,2,12.32
5627,CA-2011-126683,2011,9/29/2011,10/1/2011,Second Class,PP-18955,Paul Prost,Home Office,United States,Seattle,Washington,98115,West,FUR-TA-10002958,Furniture,Tables,Bevis Oval Conference Table Walnut,2348.82,9,21139.38
5628,CA-2014-148810,2014,6/27/2014,7/2/2014,Standard Class,DR-12880,Dan Reichenbach,Corporate,United States,Miami,Florida,33180,South,OFF-LA-10004689,Office Supplies,Labels,Avery 512,13.872,6,83.232
5629,CA-2014-148810,2014,6/27/2014,7/2/2014,Standard Class,DR-12880,Dan Reichenbach,Corporate,United States,Miami,Florida,33180,South,FUR-CH-10001545,Furniture,Chairs,Hon Comfortask TaskSwivel Chairs,273.552,3,820.656
5630,US-2013-146066,2013,8/22/2013,8/24/2013,Second Class,RB-19465,Rick Bensley,Home Office,United States,Philadelphia,Pennsylvania,19143,East,FUR-TA-10002530,Furniture,Tables,Iceberg OfficeWorks 42 Round Tables,815.292,9,7337.628
5631,CA-2011-127614,2011,2/12/2011,2/16/2011,Standard Class,NF-18385,Natalie Fritzler,Consumer,United States,Chesapeake,Virginia,23320,South,TEC-AC-10001432,Technology,Accessories,Enermax Aurora Lite Keyboard,234.45,3,703.35
5632,CA-2011-127614,2011,2/12/2011,2/16/2011,Standard Class,NF-18385,Natalie Fritzler,Consumer,United States,Chesapeake,Virginia,23320,South,FUR-TA-10003715,Furniture,Tables,Hon 2111 Invitation Series Corner Table,1256.22,6,7537.32
5633,CA-2011-127614,2011,2/12/2011,2/16/2011,Standard Class,NF-18385,Natalie Fritzler,Consumer,United States,Chesapeake,Virginia,23320,South,OFF-BI-10003291,Office Supplies,Binders,Wilson Jones LeatherLike Binders with DublLock Round Rings,17.46,2,34.92
5634,CA-2013-101742,2013,9/24/2013,9/29/2013,Second Class,CR-12580,Clay Rozendal,Home Office,United States,New York City,New York,10009,East,OFF-BI-10004187,Office Supplies,Binders,Staples,10.528,7,73.696
5635,CA-2012-134943,2012,12/5/2012,12/6/2012,First Class,SU-20665,Stephanie Ulpright,Home Office,United States,Ann Arbor,Michigan,48104,Central,OFF-BI-10000666,Office Supplies,Binders,Surelock Post Binders,152.8,5,764
5636,CA-2014-123022,2014,9/4/2014,9/9/2014,Standard Class,SC-20050,Sample Company A,Home Office,United States,La Mesa,California,91941,West,OFF-BI-10002225,Office Supplies,Binders,Square Ring Data Binders Rigid 75 Pt Covers 11 x 1478,82.56,5,412.8
5637,CA-2014-123022,2014,9/4/2014,9/9/2014,Standard Class,SC-20050,Sample Company A,Home Office,United States,La Mesa,California,91941,West,TEC-AC-10000474,Technology,Accessories,Kensington Expert Mouse Optical USB Trackball for PC or Mac,284.97,3,854.91
5638,CA-2014-113208,2014,3/27/2014,4/3/2014,Standard Class,ML-18040,Michelle Lonsdale,Corporate,United States,Dearborn,Michigan,48126,Central,FUR-FU-10004245,Furniture,Furnishings,Career Cubicle Clock 8 14 Black,60.84,3,182.52
5639,CA-2011-154893,2011,12/21/2011,12/27/2011,Standard Class,GM-14440,Gary McGarr,Consumer,United States,San Diego,California,92024,West,FUR-CH-10004287,Furniture,Chairs,SAFCO Arco Folding Chair,1325.76,6,7954.56
5640,CA-2011-154893,2011,12/21/2011,12/27/2011,Standard Class,GM-14440,Gary McGarr,Consumer,United States,San Diego,California,92024,West,FUR-CH-10000595,Furniture,Chairs,Safco Contoured Stacking Chairs,572.16,3,1716.48
5641,CA-2011-147900,2011,9/23/2011,9/28/2011,Standard Class,JK-15640,Jim Kriz,Home Office,United States,Lakewood,Ohio,44107,East,OFF-PA-10003063,Office Supplies,Paper,EcoTones Memo Sheets,28.8,9,259.2
5642,CA-2014-106355,2014,4/3/2014,4/6/2014,First Class,AT-10435,Alyssa Tate,Home Office,United States,Meriden,Connecticut,6450,East,OFF-AR-10000246,Office Supplies,Art,Newell 318,11.12,4,44.48
5643,CA-2013-127985,2013,4/2/2013,4/6/2013,Second Class,DB-12910,Daniel Byrd,Home Office,United States,Columbus,Georgia,31907,South,FUR-FU-10003274,Furniture,Furnishings,Regeneration Desk Collection,7.04,4,28.16
5644,CA-2012-166604,2012,5/15/2012,5/20/2012,Second Class,AH-10690,Anna Häberlin,Corporate,United States,Roswell,Georgia,30076,South,OFF-EN-10004147,Office Supplies,Envelopes,Wausau Papers Astrobrights Colored Envelopes,17.94,3,53.82
5645,CA-2014-120719,2014,3/24/2014,3/27/2014,First Class,SJ-20125,Sanjit Jacobs,Home Office,United States,Seattle,Washington,98105,West,OFF-BI-10002103,Office Supplies,Binders,Cardinal SlantD Ring Binder Heavy Gauge Vinyl,34.76,5,173.8
5646,CA-2014-127117,2014,4/15/2014,4/20/2014,Standard Class,HM-14860,Harry Marie,Corporate,United States,Morristown,New Jersey,7960,East,FUR-FU-10004018,Furniture,Furnishings,Tensor Computer Mounted Lamp,74.45,5,372.25
5647,CA-2012-104241,2012,1/4/2012,1/9/2012,Standard Class,AG-10495,Andrew Gjertsen,Corporate,United States,Alexandria,Virginia,22304,South,FUR-FU-10001473,Furniture,Furnishings,DAX Wood Document Frame,192.22,14,2691.08
5648,CA-2014-168179,2014,11/3/2014,11/8/2014,Standard Class,JB-16000,Joy Bell,Consumer,United States,Salt Lake City,Utah,84106,West,OFF-PA-10001800,Office Supplies,Paper,Xerox 220,19.44,3,58.32
5649,CA-2014-142342,2014,7/18/2014,7/20/2014,Second Class,AJ-10795,Anthony Johnson,Corporate,United States,Apple Valley,California,92307,West,OFF-PA-10004609,Office Supplies,Paper,Xerox 221,32.4,5,162
5650,CA-2014-142342,2014,7/18/2014,7/20/2014,Second Class,AJ-10795,Anthony Johnson,Corporate,United States,Apple Valley,California,92307,West,OFF-EN-10002592,Office Supplies,Envelopes,Peel  Seel Recycled Catalog Envelopes Brown,57.9,5,289.5
5651,CA-2014-142342,2014,7/18/2014,7/20/2014,Second Class,AJ-10795,Anthony Johnson,Corporate,United States,Apple Valley,California,92307,West,OFF-ST-10002957,Office Supplies,Storage,Sterilite Show Offs Storage Containers,10.56,2,21.12
5652,CA-2014-142342,2014,7/18/2014,7/20/2014,Second Class,AJ-10795,Anthony Johnson,Corporate,United States,Apple Valley,California,92307,West,FUR-BO-10002613,Furniture,Bookcases,Atlantic Metals Mobile 4Shelf Bookcases Custom Colors,1194.165,5,5970.825
5653,CA-2014-109099,2014,10/7/2014,10/12/2014,Standard Class,MM-18280,Muhammed MacIntyre,Corporate,United States,New York City,New York,10009,East,OFF-PA-10001033,Office Supplies,Paper,Xerox 1893,40.99,1,40.99
5654,US-2011-134187,2011,11/4/2011,11/11/2011,Standard Class,TH-21235,Tiffany House,Corporate,United States,Long Beach,California,90805,West,OFF-AR-10000940,Office Supplies,Art,Newell 343,2.94,1,2.94
5655,CA-2013-145261,2013,12/19/2013,12/22/2013,First Class,AH-10120,Adrian Hane,Home Office,United States,Salem,Oregon,97301,West,OFF-BI-10001670,Office Supplies,Binders,Vinyl Sectional Post Binders,45.24,4,180.96
5656,CA-2013-145261,2013,12/19/2013,12/22/2013,First Class,AH-10120,Adrian Hane,Home Office,United States,Salem,Oregon,97301,West,OFF-AR-10004078,Office Supplies,Art,Newell 312,18.688,4,74.752
5657,CA-2013-145261,2013,12/19/2013,12/22/2013,First Class,AH-10120,Adrian Hane,Home Office,United States,Salem,Oregon,97301,West,OFF-PA-10003036,Office Supplies,Paper,Black Print Carbonless 8 12 x 8 14 Rapid Memo Book,11.648,2,23.296
5658,CA-2013-145261,2013,12/19/2013,12/22/2013,First Class,AH-10120,Adrian Hane,Home Office,United States,Salem,Oregon,97301,West,TEC-AC-10000991,Technology,Accessories,Sony Micro Vault Click 8 GB USB 20 Flash Drive,112.776,3,338.328
5659,CA-2013-145261,2013,12/19/2013,12/22/2013,First Class,AH-10120,Adrian Hane,Home Office,United States,Salem,Oregon,97301,West,FUR-TA-10002530,Furniture,Tables,Iceberg OfficeWorks 42 Round Tables,377.45,5,1887.25
5660,CA-2013-145261,2013,12/19/2013,12/22/2013,First Class,AH-10120,Adrian Hane,Home Office,United States,Salem,Oregon,97301,West,OFF-LA-10000407,Office Supplies,Labels,Avery White MultiPurpose Labels,15.936,4,63.744
5661,CA-2013-145261,2013,12/19/2013,12/22/2013,First Class,AH-10120,Adrian Hane,Home Office,United States,Salem,Oregon,97301,West,TEC-PH-10004833,Technology,Phones,Macally Suction Cup Mount,28.68,3,86.04
5662,CA-2013-108875,2013,9/25/2013,10/2/2013,Standard Class,CL-12700,Craig Leslie,Home Office,United States,Aurora,Colorado,80013,West,FUR-FU-10002671,Furniture,Furnishings,Electrix 20W Halogen Replacement Bulb for ZoomIn Desk Lamp,21.44,2,42.88
5663,CA-2013-108875,2013,9/25/2013,10/2/2013,Standard Class,CL-12700,Craig Leslie,Home Office,United States,Aurora,Colorado,80013,West,OFF-ST-10001370,Office Supplies,Storage,Sensible Storage WireTech Storage Systems,511.056,9,4599.504
5664,CA-2013-141957,2013,7/22/2013,7/22/2013,Same Day,JG-15310,Jason Gross,Corporate,United States,Newark,Ohio,43055,East,OFF-AR-10000914,Office Supplies,Art,Boston 16765 Mini Stand Up Battery Pencil Sharpener,18.656,2,37.312
5665,CA-2013-141957,2013,7/22/2013,7/22/2013,Same Day,JG-15310,Jason Gross,Corporate,United States,Newark,Ohio,43055,East,OFF-BI-10001116,Office Supplies,Binders,Wilson Jones 1 Hanging DublLock Ring Binders,11.088,7,77.616
5666,CA-2013-141957,2013,7/22/2013,7/22/2013,Same Day,JG-15310,Jason Gross,Corporate,United States,Newark,Ohio,43055,East,OFF-ST-10002276,Office Supplies,Storage,Safco Steel Mobile File Cart,66.688,1,66.688
5667,CA-2013-141957,2013,7/22/2013,7/22/2013,Same Day,JG-15310,Jason Gross,Corporate,United States,Newark,Ohio,43055,East,OFF-ST-10004340,Office Supplies,Storage,Fellowes Mobile File Cart Black,99.488,2,198.976
5668,CA-2013-142405,2013,6/12/2013,6/16/2013,Standard Class,SE-20110,Sanjit Engle,Consumer,United States,Seattle,Washington,98103,West,OFF-LA-10004093,Office Supplies,Labels,Avery 486,14.62,2,29.24
5669,CA-2013-142405,2013,6/12/2013,6/16/2013,Standard Class,SE-20110,Sanjit Engle,Consumer,United States,Seattle,Washington,98103,West,OFF-BI-10004728,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,53.984,14,755.776
5670,CA-2013-142405,2013,6/12/2013,6/16/2013,Standard Class,SE-20110,Sanjit Engle,Consumer,United States,Seattle,Washington,98103,West,TEC-AC-10003095,Technology,Accessories,Logitech G35 71Channel Surround Sound Headset,389.97,3,1169.91
5671,CA-2012-141012,2012,6/9/2012,6/11/2012,Second Class,TG-21640,Trudy Glocke,Consumer,United States,Pocatello,Idaho,83201,West,FUR-FU-10003192,Furniture,Furnishings,Luxo Adjustable Task Clamp Lamp,355.36,4,1421.44
5672,CA-2012-141012,2012,6/9/2012,6/11/2012,Second Class,TG-21640,Trudy Glocke,Consumer,United States,Pocatello,Idaho,83201,West,TEC-PH-10004522,Technology,Phones,Dexim XPower Skin SuperThin Power Case for iPhone 5  Black,140.376,3,421.128
